unified_id,channel,transaction_id,date,item_id,item_name,category,quantity,line_amount,line_tax,member_name
60644f095c6bf91b02b5d7b4f9d1fd20,retail,retail-13263,2026-03-23,32,Titleist TSR3 Fairway Wood 3W,Retail,2,3340.7,501.1,Layan Al-Hamdan
a48fbf71b1ea211959329a0bbecfbe13,retail,retail-13264,2026-03-17,32,Titleist TSR3 Fairway Wood 3W,Retail,1,1695.23,254.28,Majed AL-SUBAIE
a48fbf71b1ea211959329a0bbecfbe13,retail,retail-13264,2026-03-17,88,Adidas Tour360 BOA Golf Shoes,Retail,1,582.83,87.42,Majed AL-SUBAIE
a48fbf71b1ea211959329a0bbecfbe13,retail,retail-13264,2026-03-17,55,Under Armour Drive Golf Trousers,Retail,1,364.3,54.65,Majed AL-SUBAIE
b0bff52fff7108c125e34be46e926c16,retail,retail-13265,2025-10-01,55,Under Armour Drive Golf Trousers,Retail,2,718.6,107.79,Talal AL-HAMDAN
b0bff52fff7108c125e34be46e926c16,retail,retail-13265,2025-10-01,26,TaylorMade Stealth 2 Driver,Retail,2,6336.46,950.47,Talal AL-HAMDAN
d1f91ab03a907993369a5278b67c2d17,retail,retail-13266,2025-08-07,55,Under Armour Drive Golf Trousers,Retail,1,355.93,53.39,Sami Al-Harbi
d1f91ab03a907993369a5278b67c2d17,retail,retail-13266,2025-08-07,41,Premium Cabretta Leather Golf Glove,Retail,1,92.28,13.84,Sami Al-Harbi
d1267a36ab6d51b58bb3794f5ce511d9,retail,retail-13267,2026-05-08,55,Under Armour Drive Golf Trousers,Retail,2,664.46,99.67,Saud AL-FAISAL
450fb8ae6c8b0f6ea3a8fe38ee3d8203,retail,retail-13268,2025-08-26,404,Nike Dri-FIT Victory Golf Polo,Retail,1,278.41,41.76,Yousef Al-Balawi
d22f63f79ef262e029cca324dea26e2f,retail,retail-13269,2026-06-22,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1209.28,181.39,Ibrahim AL-AMRI
8ecb9aef67feab5c3611afa57f79605f,retail,retail-13270,2025-12-09,32,Titleist TSR3 Fairway Wood 3W,Retail,1,1726.19,258.93,Haifa Al-Faisal
27d452c83acab31b6f0d7f402bccb7d6,retail,retail-13271,2025-12-25,15,Callaway Chrome Soft Golf Balls Dozen,Retail,2,384.42,57.66,Nasser Al-Dossari
27d452c83acab31b6f0d7f402bccb7d6,retail,retail-13271,2025-12-25,26,TaylorMade Stealth 2 Driver,Retail,1,3279.01,491.85,Nasser Al-Dossari
c658f47590ad579a0babe6a29175f0e4,retail,retail-13272,2026-01-22,48,FootJoy Pro SL Golf Shoes White,Retail,2,1321.4,198.21,Hassan Al-Qahtani
c658f47590ad579a0babe6a29175f0e4,retail,retail-13272,2026-01-22,32,Titleist TSR3 Fairway Wood 3W,Retail,1,1971.11,295.67,Hassan Al-Qahtani
c658f47590ad579a0babe6a29175f0e4,retail,retail-13272,2026-01-22,15,Callaway Chrome Soft Golf Balls Dozen,Retail,1,190.57,28.59,Hassan Al-Qahtani
66d26010af7b937bc6a6f702e6303e28,retail,retail-13273,2025-09-30,404,Nike Dri-FIT Victory Golf Polo,Retail,2,613.78,92.07,Faisal AL-GOSAIBI
1aaf09332de6fc90741c417dfad0b45e,retail,retail-13274,2026-04-24,55,Under Armour Drive Golf Trousers,Retail,2,648.8,97.32,Nawaf Al-Fadhli
1aaf09332de6fc90741c417dfad0b45e,retail,retail-13274,2026-04-24,48,FootJoy Pro SL Golf Shoes White,Retail,1,590.65,88.6,Nawaf Al-Fadhli
9e9e8a7f3b3d395684b057ebc13a64e5,retail,retail-13275,2026-02-18,26,TaylorMade Stealth 2 Driver,Retail,1,3258.87,488.83,Tariq Al-Ghamdi
9e9e8a7f3b3d395684b057ebc13a64e5,retail,retail-13275,2026-02-18,88,Adidas Tour360 BOA Golf Shoes,Retail,1,596.92,89.54,Tariq Al-Ghamdi
c212a20bcd6f0052bc9af8654aefa8d3,retail,retail-13276,2025-09-15,55,Under Armour Drive Golf Trousers,Retail,2,686.3,102.94,Layan Al-Shehri
8219ab8c783bd70aedb64d1b81290316,retail,retail-13277,2025-08-03,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,2,565.6,84.84,NASSER Al-Naimi
8219ab8c783bd70aedb64d1b81290316,retail,retail-13277,2025-08-03,404,Nike Dri-FIT Victory Golf Polo,Retail,2,589.7,88.45,NASSER Al-Naimi
8219ab8c783bd70aedb64d1b81290316,retail,retail-13277,2025-08-03,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1155.96,173.39,NASSER Al-Naimi
5eb089f190e1f56078da971ea7330e94,retail,retail-13278,2025-07-10,32,Titleist TSR3 Fairway Wood 3W,Retail,2,3337.76,500.66,Nawaf AL-SHEHRI
3354e9ec75b16bd42e75eac75dda65af,retail,retail-13279,2025-11-16,48,FootJoy Pro SL Golf Shoes White,Retail,2,1315.9,197.39,Abdullah Al-Subaie
3354e9ec75b16bd42e75eac75dda65af,retail,retail-13279,2025-11-16,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,275.02,41.25,Abdullah Al-Subaie
a1fce295c77f5395bf65461a250c64f4,retail,retail-13280,2026-02-18,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,1,264.71,39.71,Khalid Al-Shehri
a1fce295c77f5395bf65461a250c64f4,retail,retail-13280,2026-02-18,48,FootJoy Pro SL Golf Shoes White,Retail,1,620.9,93.13,Khalid Al-Shehri
a1fce295c77f5395bf65461a250c64f4,retail,retail-13280,2026-02-18,15,Callaway Chrome Soft Golf Balls Dozen,Retail,1,212.03,31.8,Khalid Al-Shehri
451e729a29f142fe4d4f1f22f9aacd9a,retail,retail-13281,2026-01-04,48,FootJoy Pro SL Golf Shoes White,Retail,2,1186.42,177.96,NAWAF AL-MUHANNA
451e729a29f142fe4d4f1f22f9aacd9a,retail,retail-13281,2026-01-04,41,Premium Cabretta Leather Golf Glove,Retail,2,188.08,28.21,NAWAF AL-MUHANNA
451e729a29f142fe4d4f1f22f9aacd9a,retail,retail-13281,2026-01-04,88,Adidas Tour360 BOA Golf Shoes,Retail,2,1010.74,151.61,NAWAF AL-MUHANNA
6c2cb3ce6e655f4034d2143b914f8fa3,retail,retail-13282,2025-08-31,41,Premium Cabretta Leather Golf Glove,Retail,1,103.4,15.51,Ali Al-Otaibi
fe3cf30485ea70ff63c78e1839f2ef73,retail,retail-13283,2025-10-17,55,Under Armour Drive Golf Trousers,Retail,1,342.71,51.41,Haifa Al-Otaibi
fe3cf30485ea70ff63c78e1839f2ef73,retail,retail-13283,2025-10-17,7,PROV1 - Golf Balls Titleist Pro V1 Dozen,Retail,2,495.5,74.33,Haifa Al-Otaibi
fe3cf30485ea70ff63c78e1839f2ef73,retail,retail-13283,2025-10-17,404,Nike Dri-FIT Victory Golf Polo,Retail,1,306.31,45.95,Haifa Al-Otaibi
e782971301a5d3b145a06a01f7c5977d,retail,retail-13284,2026-06-02,404,Nike Dri-FIT Victory Golf Polo,Retail,1,292.55,43.88,Fahad Al-Gosaibi
e782971301a5d3b145a06a01f7c5977d,retail,retail-13284,2026-06-02,48,FootJoy Pro SL Golf Shoes White,Retail,2,1227.66,184.15,Fahad Al-Gosaibi
e782971301a5d3b145a06a01f7c5977d,retail,retail-13284,2026-06-02,26,TaylorMade Stealth 2 Driver,Retail,1,2884.69,432.7,Fahad Al-Gosaibi
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013001,2026-06-03,GS-0001-0135,Caesar Salad,Cat-MF,3,273.0,40.95,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013001,2026-06-03,GS-0002-0010,Fresh Orange Juice,Cat-JUI,3,357.0,53.55,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013002,2026-06-26,GS-0002-0083,Sprite,Cat-SOD,1,91.0,13.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013002,2026-06-26,GS-0001-0135,Caesar Salad,Cat-MF,1,26.6,3.99,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013002,2026-06-26,GS-0001-0150,Margherita Pizza,Cat-PZ,1,49.0,7.35,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013002,2026-06-26,GS-0002-0055,Cappuccino,Cat-HOT,1,77.0,11.55,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013003,2026-06-08,GS-0001-0051,Fries,Cat-MF,2,28.0,4.2,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013003,2026-06-08,GS-0001-0200,Grilled Salmon,Cat-MN,3,231.0,34.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013003,2026-06-08,GS-0002-0083,Sprite,Cat-SOD,3,79.8,11.97,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013003,2026-06-08,GS-0001-0026,Chicken Wrap,Cat-ST,1,14.0,2.1,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013004,2025-07-09,GS-0001-0051,Fries,Cat-MF,1,77.0,11.55,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013004,2025-07-09,GS-0001-0088,Club Sandwich,Cat-ST,3,42.0,6.3,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013005,2025-07-18,GS-0002-0055,Cappuccino,Cat-HOT,1,26.6,3.99,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013006,2025-10-26,GS-0001-0051,Fries,Cat-MF,2,53.2,7.98,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013006,2025-10-26,GS-0002-0083,Sprite,Cat-SOD,1,21.0,3.15,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013006,2025-10-26,GS-0001-0026,Chicken Wrap,Cat-ST,3,231.0,34.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013006,2025-10-26,GS-0001-0088,Club Sandwich,Cat-ST,1,119.0,17.85,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-DGR00013007,2025-07-18,GS-0001-0088,Club Sandwich,Cat-ST,1,91.0,13.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-DGR00013007,2025-07-18,GS-0002-0010,Fresh Orange Juice,Cat-JUI,3,79.8,11.97,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-DGR00013007,2025-07-18,GS-0001-0200,Grilled Salmon,Cat-MN,1,91.0,13.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013008,2025-09-07,GS-0002-0083,Sprite,Cat-SOD,2,53.2,7.98,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013008,2025-09-07,GS-0002-0010,Fresh Orange Juice,Cat-JUI,2,53.2,7.98,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013009,2025-07-11,GS-0001-0051,Fries,Cat-MF,3,147.0,22.05,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013009,2025-07-11,GS-0001-0135,Caesar Salad,Cat-MF,3,273.0,40.95,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013009,2025-07-11,GS-0001-0026,Chicken Wrap,Cat-ST,1,77.0,11.55,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013010,2026-02-17,GS-0001-0051,Fries,Cat-MF,2,154.0,23.1,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013010,2026-02-17,GS-0002-0083,Sprite,Cat-SOD,3,273.0,40.95,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013010,2026-02-17,GS-0001-0135,Caesar Salad,Cat-MF,2,238.0,35.7,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-JRG00013011,2026-05-16,GS-0002-0030,Iced Latte,Cat-HOT,1,77.0,11.55,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-JRG00013011,2026-05-16,GS-0001-0150,Margherita Pizza,Cat-PZ,1,21.0,3.15,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-JRG00013011,2026-05-16,GS-0001-0088,Club Sandwich,Cat-ST,3,63.0,9.45,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013012,2025-09-20,GS-0002-0010,Fresh Orange Juice,Cat-JUI,2,238.0,35.7,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013012,2025-09-20,GS-0001-0150,Margherita Pizza,Cat-PZ,3,231.0,34.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013012,2025-09-20,GS-0001-0200,Grilled Salmon,Cat-MN,1,91.0,13.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013012,2025-09-20,GS-0001-0135,Caesar Salad,Cat-MF,1,14.0,2.1,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013013,2026-06-08,GS-0002-0055,Cappuccino,Cat-HOT,1,21.0,3.15,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013013,2026-06-08,GS-0001-0150,Margherita Pizza,Cat-PZ,1,91.0,13.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013014,2026-06-15,GS-0001-0200,Grilled Salmon,Cat-MN,3,357.0,53.55,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013015,2026-06-01,GS-0002-0010,Fresh Orange Juice,Cat-JUI,2,238.0,35.7,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013015,2026-06-01,GS-0001-0150,Margherita Pizza,Cat-PZ,2,182.0,27.3,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013016,2026-05-19,GS-0001-0088,Club Sandwich,Cat-ST,1,14.0,2.1,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013016,2026-05-19,GS-0002-0010,Fresh Orange Juice,Cat-JUI,1,26.6,3.99,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013016,2026-05-19,GS-0001-0200,Grilled Salmon,Cat-MN,3,273.0,40.95,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013016,2026-05-19,GS-0001-0051,Fries,Cat-MF,1,58.8,8.82,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013017,2026-06-05,GS-0001-0026,Chicken Wrap,Cat-ST,3,357.0,53.55,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013018,2026-04-26,GS-0002-0083,Sprite,Cat-SOD,3,357.0,53.55,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013018,2026-04-26,GS-0001-0051,Fries,Cat-MF,3,63.0,9.45,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013018,2026-04-26,GS-0001-0026,Chicken Wrap,Cat-ST,2,42.0,6.3,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013018,2026-04-26,GS-0002-0055,Cappuccino,Cat-HOT,1,14.0,2.1,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013019,2026-04-14,GS-0002-0083,Sprite,Cat-SOD,3,273.0,40.95,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013019,2026-04-14,GS-0001-0135,Caesar Salad,Cat-MF,2,238.0,35.7,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013020,2026-06-26,GS-0002-0010,Fresh Orange Juice,Cat-JUI,3,231.0,34.65,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013020,2026-06-26,GS-0001-0150,Margherita Pizza,Cat-PZ,2,154.0,23.1,Ahmad Al-Rashid
3ba55e899e6372051a62f763ec78c80c,food,food-RGC00013020,2026-06-26,GS-0001-0051,Fries,Cat-MF,1,14.0,2.1,Ahmad Al-Rashid
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013021,2025-09-04,GS-0001-0150,Margherita Pizza,Cat-PZ,1,58.8,8.82,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013022,2025-09-08,GS-0002-0030,Iced Latte,Cat-HOT,1,14.0,2.1,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013022,2025-09-08,GS-0002-0010,Fresh Orange Juice,Cat-JUI,3,147.0,22.05,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013023,2025-10-16,GS-0001-0200,Grilled Salmon,Cat-MN,2,98.0,14.7,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013023,2025-10-16,GS-0001-0026,Chicken Wrap,Cat-ST,3,147.0,22.05,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013023,2025-10-16,GS-0002-0055,Cappuccino,Cat-HOT,2,182.0,27.3,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013023,2025-10-16,GS-0001-0135,Caesar Salad,Cat-MF,3,42.0,6.3,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013024,2026-02-15,GS-0001-0135,Caesar Salad,Cat-MF,3,357.0,53.55,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013025,2025-07-21,GS-0002-0030,Iced Latte,Cat-HOT,2,53.2,7.98,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013025,2025-07-21,GS-0002-0010,Fresh Orange Juice,Cat-JUI,3,176.4,26.46,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013025,2025-07-21,GS-0001-0026,Chicken Wrap,Cat-ST,1,91.0,13.65,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013025,2025-07-21,GS-0001-0051,Fries,Cat-MF,3,176.4,26.46,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013026,2026-03-16,GS-0001-0135,Caesar Salad,Cat-MF,2,28.0,4.2,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013026,2026-03-16,GS-0002-0083,Sprite,Cat-SOD,2,42.0,6.3,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013026,2026-03-16,GS-0001-0088,Club Sandwich,Cat-ST,3,63.0,9.45,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-NLK00013027,2026-03-01,GS-0001-0135,Caesar Salad,Cat-MF,3,176.4,26.46,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013028,2025-11-26,GS-0001-0026,Chicken Wrap,Cat-ST,1,91.0,13.65,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013029,2026-05-07,GS-0001-0051,Fries,Cat-MF,1,119.0,17.85,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013030,2026-05-18,GS-0002-0083,Sprite,Cat-SOD,3,231.0,34.65,Abdullah Al-Qahtani
cfe86839989dd5542ab4cd1b216fc06d,food,food-JRG00013030,2026-05-18,GS-0001-0135,Caesar Salad,Cat-MF,2,42.0,6.3,Abdullah Al-Qahtani
587626fa5221aa05b8a03959909120fd,food,food-JRG00013031,2026-06-21,GS-0001-0135,Caesar Salad,Cat-MF,2,70.0,10.5, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013031,2026-06-21,GS-0002-0030,Iced Latte,Cat-HOT,2,28.0,4.2, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013031,2026-06-21,GS-0002-0055,Cappuccino,Cat-HOT,3,63.0,9.45, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013032,2025-08-05,GS-0002-0010,Fresh Orange Juice,Cat-JUI,1,49.0,7.35, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013032,2025-08-05,GS-0002-0055,Cappuccino,Cat-HOT,2,238.0,35.7, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013033,2026-02-21,GS-0001-0051,Fries,Cat-MF,3,79.8,11.97, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013033,2026-02-21,GS-0001-0135,Caesar Salad,Cat-MF,2,28.0,4.2, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013033,2026-02-21,GS-0002-0055,Cappuccino,Cat-HOT,2,154.0,23.1, 
587626fa5221aa05b8a03959909120fd,food,food-DGR00013034,2025-10-07,GS-0002-0030,Iced Latte,Cat-HOT,2,154.0,23.1, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013035,2025-12-27,GS-0001-0051,Fries,Cat-MF,1,58.8,8.82, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013035,2025-12-27,GS-0001-0135,Caesar Salad,Cat-MF,1,77.0,11.55, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013035,2025-12-27,GS-0001-0026,Chicken Wrap,Cat-ST,3,147.0,22.05, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013035,2025-12-27,GS-0001-0088,Club Sandwich,Cat-ST,3,273.0,40.95, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013036,2026-07-01,GS-0002-0010,Fresh Orange Juice,Cat-JUI,2,154.0,23.1, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013036,2026-07-01,GS-0001-0026,Chicken Wrap,Cat-ST,3,79.8,11.97, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013037,2025-10-25,GS-0002-0030,Iced Latte,Cat-HOT,2,98.0,14.7, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013037,2025-10-25,GS-0001-0088,Club Sandwich,Cat-ST,1,14.0,2.1, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013037,2025-10-25,GS-0001-0135,Caesar Salad,Cat-MF,3,147.0,22.05, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013038,2025-11-29,GS-0002-0083,Sprite,Cat-SOD,1,91.0,13.65, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013038,2025-11-29,GS-0001-0150,Margherita Pizza,Cat-PZ,1,77.0,11.55, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013038,2025-11-29,GS-0001-0051,Fries,Cat-MF,2,70.0,10.5, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013038,2025-11-29,GS-0002-0010,Fresh Orange Juice,Cat-JUI,3,147.0,22.05, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013039,2025-11-26,GS-0001-0150,Margherita Pizza,Cat-PZ,2,28.0,4.2, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013039,2025-11-26,GS-0001-0026,Chicken Wrap,Cat-ST,1,21.0,3.15, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013039,2025-11-26,GS-0001-0200,Grilled Salmon,Cat-MN,1,21.0,3.15, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013039,2025-11-26,GS-0002-0083,Sprite,Cat-SOD,2,98.0,14.7, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013040,2026-01-21,GS-0001-0026,Chicken Wrap,Cat-ST,3,231.0,34.65, 
587626fa5221aa05b8a03959909120fd,food,food-JRG00013040,2026-01-21,GS-0001-0051,Fries,Cat-MF,2,238.0,35.7, 
461132df5704bcf7fb88c103982c4d63,food,food-JRG00013041,2026-07-04,GS-0002-0030,Iced Latte,Cat-HOT,2,238.0,35.7,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013042,2026-03-06,GS-0001-0026,Chicken Wrap,Cat-ST,1,49.0,7.35,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013043,2025-10-25,GS-0002-0030,Iced Latte,Cat-HOT,2,238.0,35.7,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013044,2026-04-25,GS-0001-0088,Club Sandwich,Cat-ST,3,357.0,53.55,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013044,2026-04-25,GS-0001-0026,Chicken Wrap,Cat-ST,1,49.0,7.35,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013045,2026-05-16,GS-0001-0051,Fries,Cat-MF,1,91.0,13.65,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013046,2025-07-06,GS-0001-0150,Margherita Pizza,Cat-PZ,3,273.0,40.95,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013046,2025-07-06,GS-0002-0030,Iced Latte,Cat-HOT,3,42.0,6.3,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013047,2025-08-12,GS-0002-0055,Cappuccino,Cat-HOT,2,42.0,6.3,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013047,2025-08-12,GS-0001-0051,Fries,Cat-MF,1,119.0,17.85,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013048,2025-10-21,GS-0002-0030,Iced Latte,Cat-HOT,2,182.0,27.3,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013048,2025-10-21,GS-0001-0200,Grilled Salmon,Cat-MN,1,119.0,17.85,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013049,2025-12-21,GS-0001-0026,Chicken Wrap,Cat-ST,1,49.0,7.35,Faisal Al-Amri
461132df5704bcf7fb88c103982c4d63,food,food-NLK00013050,2026-06-09,GS-0001-0026,Chicken Wrap,Cat-ST,1,49.0,7.35,Faisal Al-Amri
6e6edc09f7de741d96d8f90204aac1a3,food,food-JRG00013051,2026-03-29,GS-0002-0055,Cappuccino,Cat-HOT,3,273.0,40.95,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,food,food-JRG00013051,2026-03-29,GS-0002-0010,Fresh Orange Juice,Cat-JUI,2,182.0,27.3,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,food,food-JRG00013051,2026-03-29,GS-0001-0200,Grilled Salmon,Cat-MN,1,77.0,11.55,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,food,food-JRG00013052,2026-04-28,GS-0001-0135,Caesar Salad,Cat-MF,1,21.0,3.15,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,food,food-JRG00013052,2026-04-28,GS-0001-0051,Fries,Cat-MF,2,53.2,7.98,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,food,food-JRG00013052,2026-04-28,GS-0001-0088,Club Sandwich,Cat-ST,1,14.0,2.1,Haifa AL-GOSAIBI
6e6edc09f7de741d96d8f90204aac1a3,food,food-JRG00013053,2026-03-19,GS-0001-0135,Caesar Salad,Cat-MF,3,63.0,9.45,Haifa AL-GOSAIBI
